name,shirt,team,passes,passes_completed,passing_accuracy_rate,crosses,crossing_accuracy_rate,take_ons_completed,linebreaks_attempted_defensive_line,linebreak_attempted_defensive_line_rate,attempted_switches_of_play,switches_of_play_rate,position
Goncalo Ramos,224,POR,11.0,10.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Phillip Mwene,189,AUT,64.0,56.0,88.0,6.0,0.0,0.0,2.0,50.0,0.0,0.0,DF
Petar Sucic,189,CRO,127.0,110.0,87.0,6.0,17.0,2.0,5.0,20.0,1.0,100.0,MF
Joao Paulo,220,CPV,62.0,52.0,84.0,5.0,0.0,1.0,6.0,67.0,0.0,0.0,MF
Ali Abdi,220,TUN,74.0,51.0,69.0,5.0,0.0,2.0,5.0,60.0,0.0,0.0,DF
Diego Moreira,215,BEL,15.0,10.0,67.0,4.0,25.0,1.0,3.0,67.0,2.0,50.0,MF
Edmilson Junior,215,QAT,41.0,33.0,80.0,4.0,25.0,2.0,7.0,43.0,0.0,0.0,FW
David Doudera,215,CZE,47.0,34.0,72.0,4.0,25.0,1.0,3.0,0.0,0.0,0.0,DF
Matias Galarza,215,PAR,113.0,82.0,73.0,4.0,25.0,2.0,6.0,33.0,0.0,0.0,MF
Elisha Owusu,215,GHA,58.0,50.0,86.0,4.0,25.0,2.0,1.0,0.0,0.0,0.0,MF
Joe Scally,215,USA,53.0,46.0,87.0,4.0,25.0,0.0,2.0,50.0,0.0,0.0,DF
Djibril Sow,215,SUI,97.0,83.0,86.0,4.0,25.0,0.0,7.0,57.0,1.0,100.0,MF
Silvan Widmer,215,SUI,73.0,57.0,78.0,4.0,25.0,0.0,5.0,40.0,1.0,100.0,DF
Inaki Williams,215,GHA,23.0,15.0,65.0,4.0,25.0,1.0,3.0,67.0,0.0,0.0,FW
Wilfried Singo,151,CIV,92.0,79.0,86.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,DF
Jovane Cabral,151,CPV,34.0,27.0,79.0,1.0,0.0,3.0,2.0,50.0,0.0,0.0,MF
Gilson Benchimol,151,CPV,11.0,9.0,82.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,FW
Oumar Diakite,151,CIV,19.0,17.0,89.0,1.0,0.0,3.0,3.0,33.0,0.0,0.0,FW
Caleb Yirenkyi,212,GHA,70.0,62.0,89.0,1.0,0.0,2.0,4.0,25.0,0.0,0.0,MF
Ismael Kone,212,CAN,108.0,93.0,86.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,MF
Nicolas Jackson,212,SEN,45.0,36.0,80.0,1.0,0.0,2.0,4.0,50.0,0.0,0.0,FW
Ayoube Amaimouni,212,MAR,9.0,8.0,89.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,FW
Jayden Nelson,212,CAN,8.0,6.0,75.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,FW
Bazoumana Toure,212,CIV,23.0,16.0,70.0,4.0,0.0,2.0,1.0,0.0,1.0,100.0,FW
Josue Casimir,212,HAI,52.0,43.0,83.0,2.0,0.0,2.0,3.0,33.0,0.0,0.0,FW
Obed Vargas,212,MEX,22.0,20.0,91.0,0.0,0.0,2.0,3.0,33.0,0.0,0.0,MF
Josko Gvardiol,182,CRO,89.0,77.0,87.0,0.0,0.0,0.0,7.0,57.0,2.0,50.0,DF
Jacob Widell Zetterstrom,222,SWE,73.0,39.0,53.0,0.0,0.0,0.0,6.0,17.0,0.0,0.0,GK
Relebohile Mofokeng,222,RSA,54.0,44.0,81.0,2.0,0.0,0.0,6.0,50.0,2.0,100.0,FW
Aymen Hussein,194,IRQ,16.0,12.0,75.0,0.0,0.0,0.0,3.0,67.0,0.0,0.0,FW
Ardon Jashari,194,SUI,30.0,25.0,83.0,1.0,0.0,0.0,3.0,67.0,1.0,0.0,MF
Romelu Lukaku,194,BEL,42.0,32.0,76.0,0.0,0.0,1.0,3.0,67.0,0.0,0.0,FW
Kristoffer Nordfeldt,194,SWE,66.0,45.0,68.0,0.0,0.0,0.0,3.0,67.0,1.0,100.0,GK
Sergio Rochet,194,URU,19.0,10.0,53.0,0.0,0.0,0.0,3.0,67.0,0.0,0.0,GK
Kevin Rodriguez,194,ECU,27.0,23.0,85.0,1.0,0.0,1.0,3.0,67.0,0.0,0.0,FW
Micky Van De Ven,194,NED,117.0,105.0,90.0,3.0,0.0,1.0,3.0,67.0,0.0,0.0,DF
Diogo Costa,138,POR,125.0,98.0,78.0,0.0,0.0,0.0,5.0,20.0,2.0,0.0,GK
Ellyes Skhiri,138,TUN,109.0,99.0,91.0,0.0,0.0,0.0,3.0,0.0,2.0,100.0,MF
Armin Gigovic,246,BIH,24.0,17.0,71.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,MF
Joel Ordonez,1,ECU,113.0,101.0,89.0,0.0,0.0,1.0,2.0,50.0,1.0,100.0,DF
Nathan Patterson,1,SCO,109.0,94.0,86.0,2.0,0.0,1.0,3.0,0.0,1.0,100.0,DF
Dominik Livakovic,265,CRO,129.0,95.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Bart Verbruggen,285,NED,123.0,89.0,72.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,GK
Alexander Schlager,285,AUT,123.0,106.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Maxime Crepeau,285,CAN,123.0,92.0,75.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,GK
Patrick Beach,293,AUS,122.0,79.0,65.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,GK
Robin Hranac,288,CZE,116.0,104.0,90.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,DF
Willy Semedo,224,CPV,33.0,30.0,91.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,MF
Aimar Sher,224,IRQ,22.0,20.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Angelo Stiller,224,GER,34.0,31.0,91.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,MF
Fredrik Andre Bjorkan,264,NOR,21.0,19.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Pervis Estupinan,264,ECU,61.0,55.0,90.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,DF
Christopher Operi,264,CIV,78.0,70.0,90.0,1.0,0.0,1.0,3.0,33.0,0.0,0.0,DF
Kendry Paez,264,ECU,10.0,9.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Gonzalo Montiel,220,ARG,100.0,81.0,81.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Amar Memic,220,BIH,52.0,39.0,75.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,MF
Mateo Chavez,212,MEX,26.0,23.0,88.0,1.0,0.0,2.0,2.0,50.0,0.0,0.0,DF
Enner Valencia,212,ECU,40.0,33.0,83.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,FW
Joshua Brenet,212,CUW,63.0,49.0,78.0,1.0,0.0,2.0,3.0,33.0,0.0,0.0,DF
Vladimir Darida,212,CZE,18.0,14.0,78.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,MF
Mohamed Toure,212,AUS,16.0,12.0,75.0,2.0,0.0,2.0,2.0,50.0,0.0,0.0,FW
Ozan Kabak,212,TUR,36.0,26.0,72.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,DF
Kristian Thorstvedt,212,NOR,24.0,19.0,79.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,MF
Igor Matanovic,212,CRO,14.0,11.0,79.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,FW
Zion Suzuki,222,JPN,109.0,76.0,70.0,0.0,0.0,0.0,6.0,17.0,0.0,0.0,GK
Hernan Galindez,264,ECU,105.0,70.0,67.0,0.0,0.0,0.0,5.0,60.0,0.0,0.0,GK
Miro Muheim,264,SUI,40.0,31.0,78.0,3.0,0.0,0.0,5.0,20.0,0.0,0.0,DF
Sherzod Nasrullaev,264,UZB,48.0,35.0,73.0,3.0,0.0,1.0,5.0,0.0,0.0,0.0,DF
Nuno Da Costa,264,CPV,23.0,18.0,78.0,1.0,0.0,2.0,5.0,40.0,0.0,0.0,MF
Feras Albrikan,264,KSA,51.0,32.0,63.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,FW
Benjamin Tahirovic,246,BIH,107.0,91.0,85.0,2.0,0.0,0.0,2.0,0.0,1.0,100.0,MF
Cameron Burgess,246,AUS,56.0,45.0,80.0,0.0,0.0,0.0,2.0,50.0,1.0,0.0,DF
Utkir Yusupov,246,UZB,29.0,17.0,59.0,0.0,0.0,0.0,2.0,0.0,1.0,100.0,GK
Ivan Sunjic,246,BIH,102.0,88.0,86.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,MF
Omar Rekik,1,TUN,93.0,77.0,83.0,2.0,0.0,0.0,4.0,25.0,1.0,100.0,DF
Alejandro Romero Gamarra,1,PAR,10.0,6.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,FW
Alireza Beiranvand,1,IRN,93.0,62.0,67.0,0.0,0.0,2.0,2.0,0.0,1.0,100.0,GK
Karim Hafez,1,EGY,113.0,99.0,88.0,2.0,0.0,1.0,2.0,50.0,1.0,100.0,DF
Max Crocombe,343,NZL,107.0,78.0,73.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,GK
Jarell Quansah,350,ENG,106.0,92.0,87.0,1.0,0.0,0.0,2.0,50.0,1.0,0.0,DF
Yazan Alarab,322,JOR,106.0,94.0,89.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,DF
Luca Zidane,341,ALG,104.0,91.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Pape Matar Sarr,264,SEN,48.0,43.0,90.0,1.0,0.0,0.0,2.0,50.0,0.0,0.0,MF
Zaid Ismael,310,IRQ,71.0,63.0,89.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,MF
Munaf Younus,310,IRQ,19.0,17.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Sebastian Tounekti,310,TUN,18.0,16.0,89.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,MF
Axel Witsel,310,BEL,9.0,8.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Arya Yousefi,310,IRN,18.0,16.0,89.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DF
Besfort Zeneli,310,SWE,38.0,34.0,89.0,2.0,0.0,0.0,2.0,50.0,0.0,0.0,MF
Alexander Prass,304,AUT,25.0,22.0,88.0,3.0,0.0,0.0,3.0,33.0,0.0,0.0,MF
Jamie Leweling,304,GER,14.0,11.0,79.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,MF
Mohammed Abu Alshamat,304,KSA,64.0,51.0,80.0,3.0,0.0,0.0,4.0,25.0,1.0,0.0,DF
Aaron Tshibola,346,COD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Achref Abada,346,ALG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Diogo Dalot,212,POR,39.0,34.0,87.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,DF
Cedric Bakambu,212,COD,23.0,16.0,70.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,FW
Edo Kayembe,212,COD,41.0,35.0,85.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,MF
Moteb Alharbi,327,KSA,77.0,57.0,74.0,2.0,0.0,1.0,5.0,20.0,0.0,0.0,DF
Mohammad Aldaoud,327,JOR,5.0,2.0,40.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,MF
Yoane Wissa,327,COD,69.0,60.0,87.0,2.0,0.0,1.0,5.0,40.0,0.0,0.0,FW
Mohamed Manai,327,QAT,15.0,7.0,47.0,0.0,0.0,1.0,3.0,33.0,0.0,0.0,FW
Abdullah Alkhaibari,327,KSA,58.0,48.0,83.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,MF
Yusuf Abdurisag,327,QAT,14.0,9.0,64.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,FW
Kevin Yakob,327,IRQ,12.0,9.0,75.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,MF
Benjamin Asare,320,GHA,59.0,41.0,69.0,0.0,0.0,0.0,4.0,25.0,0.0,0.0,GK
Gabriel Avalos,320,PAR,23.0,12.0,52.0,0.0,0.0,0.0,4.0,25.0,0.0,0.0,FW
Endrick,320,BRA,20.0,16.0,80.0,1.0,0.0,1.0,4.0,25.0,0.0,0.0,FW
Abdullah Alhamddan,320,KSA,22.0,16.0,73.0,1.0,0.0,1.0,2.0,50.0,0.0,0.0,FW
Shahriyar Moghanloo,246,IRN,25.0,15.0,60.0,2.0,0.0,0.0,2.0,50.0,1.0,0.0,FW
Steve Kapuadi,246,COD,55.0,46.0,84.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DF
Simon Banza,246,COD,6.0,4.0,67.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FW
Mohammad Mohebbi,246,IRN,69.0,49.0,71.0,1.0,0.0,0.0,3.0,33.0,1.0,0.0,MF
Matt Turner,246,USA,33.0,24.0,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,GK
Auston Trusty,1,USA,50.0,38.0,76.0,2.0,0.0,0.0,2.0,0.0,1.0,100.0,DF
Johny Placide,356,HAI,105.0,67.0,64.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,GK
Cristiano Ronaldo,383,POR,99.0,86.0,87.0,1.0,0.0,0.0,4.0,25.0,0.0,0.0,FW
Saeid Ezatolahi,383,IRN,99.0,78.0,79.0,0.0,0.0,1.0,4.0,50.0,0.0,0.0,MF
Mohamed Amine Ben Hmida,392,TUN,98.0,81.0,83.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,DF
Abdallah Nasib,396,JOR,97.0,70.0,72.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DF
Gustavo Gomez,388,PAR,91.0,80.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Hossam Abdelmaguid,350,EGY,32.0,28.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Elias Achouri,350,TUN,8.0,7.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Mohamed Amoura,350,ALG,8.0,7.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Dzenis Burnic,350,BIH,8.0,7.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Tomas Chory,350,CZE,8.0,7.0,88.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,FW
Amine Gouiri,350,ALG,58.0,51.0,88.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,FW
Kim Moonhwan,350,KOR,25.0,22.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Iqraam Rayners,350,RSA,24.0,21.0,88.0,2.0,0.0,0.0,3.0,33.0,0.0,0.0,FW
Guus Til,350,NED,8.0,7.0,88.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,MF
Luka Vuskovic,350,CRO,43.0,38.0,88.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DF
Timothy Weah,350,USA,34.0,30.0,88.0,2.0,0.0,0.0,2.0,50.0,0.0,0.0,FW
Odiljon Xamrobekov,350,UZB,43.0,38.0,88.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,MF
Andrej Kramaric,358,CRO,20.0,17.0,85.0,2.0,0.0,0.0,2.0,50.0,0.0,0.0,FW
Deniz Undav,358,GER,31.0,23.0,74.0,2.0,0.0,0.0,4.0,50.0,0.0,0.0,FW
Maghnes Akliouche,358,FRA,7.0,5.0,71.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Ahmed Alaaeldin,346,QAT,8.0,4.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,FW
Mohammad Abuzraiq,346,JOR,5.0,4.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Mohammad Abualnadi,346,JOR,31.0,24.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Yazeed Abulaila,346,JOR,66.0,42.0,64.0,0.0,0.0,0.0,3.0,33.0,0.0,0.0,GK
Carlos Acevedo,346,MEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Che Adams,346,SCO,19.0,12.0,63.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,FW
Prince Adu,346,GHA,5.0,4.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
David Affengruber,346,AUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Rodrigo Aguirre,346,URU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Aiman Yahya,346,KSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Mohamed Alaa,346,EGY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Samet Akaydin,346,TUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Ahmed Maknazi,346,IRQ,5.0,3.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DF
Ahmed Basil,346,IRQ,71.0,42.0,59.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,GK
Mohanad Ali,346,IRQ,2.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Nawaf Alaqidi,346,KSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Oh Hyeongyu,327,KOR,22.0,15.0,68.0,1.0,0.0,1.0,2.0,50.0,0.0,0.0,FW
Ali Alhamadi,327,IRQ,35.0,26.0,74.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,FW
Assim Madibo,327,QAT,33.0,27.0,82.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,MF
Samed Bazdar,327,BIH,5.0,2.0,40.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,FW
Cyle Larin,327,CAN,23.0,20.0,87.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,FW
Duckens Nazon,327,HAI,3.0,1.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,FW
Erling Haaland,320,NOR,47.0,34.0,72.0,1.0,0.0,1.0,4.0,25.0,0.0,0.0,FW
Ayoub Aloui,320,QAT,28.0,11.0,39.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,DF
Mohammed Alowais,320,KSA,93.0,53.0,57.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,GK
Luca Jaquez,320,SUI,41.0,31.0,76.0,2.0,0.0,1.0,4.0,50.0,0.0,0.0,DF
Abduvohid Nematov,320,UZB,56.0,28.0,50.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,GK
Jamshid Iskanderov,320,UZB,17.0,11.0,65.0,1.0,0.0,0.0,2.0,50.0,0.0,0.0,MF
Jesper Karlstrom,320,SWE,37.0,31.0,84.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,MF
Rani Khedira,320,TUN,30.0,25.0,83.0,1.0,0.0,0.0,2.0,50.0,0.0,0.0,MF
Takefusa Kubo,320,JPN,16.0,12.0,75.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,MF
Abdulaziz Hatem,320,QAT,32.0,26.0,81.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,MF
Guillermo Ochoa,320,MEX,9.0,4.0,44.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,GK
Matej Kovar,396,CZE,97.0,62.0,64.0,0.0,0.0,0.0,3.0,33.0,0.0,0.0,GK
Matt Freese,404,USA,95.0,63.0,66.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,GK
Callum Mccowatt,411,NZL,93.0,78.0,84.0,2.0,0.0,1.0,3.0,33.0,0.0,0.0,MF
Eloy Room,431,CUW,89.0,48.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,GK
Hassan Altambakti,439,KSA,87.0,71.0,82.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,DF
Ismael Diaz,401,PAN,15.0,13.0,87.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MF
Abdoulaye Seck,401,SEN,30.0,26.0,87.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DF
Malick Thiaw,401,GER,38.0,33.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Kai Trewin,401,AUS,31.0,27.0,87.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,DF
Theo Bongonda,358,COD,13.0,9.0,69.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,MF
Matias Vina,358,URU,29.0,23.0,79.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Alan Minda,358,ECU,16.0,12.0,75.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,MF
Abdallah Alfakhori,346,JOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Khalid Alghannam,346,KSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Hassan Alhaydos,346,QAT,14.0,10.0,71.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,FW
Ziyad Aljohani,346,KSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Ahmed Alkassar,346,KSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Saleh Alshehri,346,KSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Nabil Donga,346,EGY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Aurele Amenda,346,SUI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Youssef Amyn,346,IRQ,6.0,5.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Joseph Anang,346,GHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Cj Dos Santos,346,CPV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Ronald Araujo,346,URU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Alex Arce,346,PAR,10.0,7.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Jeremy Arevalo,346,ECU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Max Arfsten,346,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Marko Arnautovic,346,AUT,32.0,25.0,78.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Adam Arous,346,TUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Khalil Ayari,346,TUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Alphonso Davies,327,CAN,18.0,14.0,78.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,DF
Tshepang Moremi,327,RSA,9.0,6.0,67.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,FW
Ayoub El Kaabi,327,MAR,10.0,7.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,FW
Igor Thiago,327,BRA,5.0,4.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,FW
Gustavo Caballero,327,PAR,8.0,5.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,MF
Lyndon Dykes,320,SCO,11.0,7.0,64.0,1.0,0.0,0.0,4.0,25.0,0.0,0.0,FW
Patrik Schick,402,CZE,28.0,24.0,86.0,0.0,0.0,1.0,3.0,33.0,0.0,0.0,FW
Elye Wahi,402,CIV,21.0,15.0,71.0,1.0,0.0,0.0,3.0,33.0,0.0,0.0,FW
Tomas Soucek,320,CZE,44.0,35.0,80.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,MF
Oston Urunov,320,UZB,10.0,8.0,80.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,MF
Dylan Bronn,246,TUN,20.0,16.0,80.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DF
Sasa Kalajdzic,246,AUT,24.0,16.0,67.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,FW
Fernando Muslera,498,URU,71.0,57.0,80.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,GK
Brian Brobbey,443,NED,21.0,18.0,86.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,FW
Braian Ojeda,443,PAR,7.0,6.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Yeremy Pino,443,ESP,29.0,25.0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Junnosuke Suzuki,443,JPN,7.0,6.0,86.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,DF
Alex Zendejas,443,USA,7.0,6.0,86.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,FW
David Zima,443,CZE,7.0,6.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Ryan Thomas,454,NZL,25.0,18.0,72.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,MF
Jason Geria,454,AUS,23.0,18.0,78.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Tete Yengi,454,AUS,5.0,3.0,60.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,FW
Awer Mabil,454,AUS,8.0,5.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Ben Old,454,NZL,33.0,25.0,76.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,MF
Mathew Leckie,454,AUS,10.0,7.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Cedric Itten,454,SUI,5.0,3.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Kaan Ayhan,346,TUR,3.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Christopher Bonsu Baah,346,GHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Baba Rahman,346,GHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Anas Badawi,346,JOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Bae Junho,346,KOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Fabian Balbuena,346,PAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Nour Baniateyah,346,JOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Kosta Barbarouses,346,NZL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Meshaal Barsham,346,QAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Dylan Batubinsika,346,COD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Oliver Baumann,346,GER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Altay Bayindir,346,TUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Lachlan Bayliss,346,NZL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
